!
! HCFC-123 fake profile by Scott Hannon, 6 July 2010
! 0.06 ppt in lower trop circa 2004
65
       6.000e-08, 6.000e-08, 6.000e-08, 6.000e-08, 6.000e-08,
       6.000e-08, 6.000e-08, 6.000e-08, 6.000e-08, 6.000e-08,
       5.955e-08, 5.890e-08, 5.813e-08, 5.722e-08, 5.617e-08,
       5.494e-08, 5.349e-08, 5.181e-08, 4.983e-08, 4.752e-08,
       4.483e-08, 4.168e-08, 3.801e-08, 3.376e-08, 2.882e-08,
       2.308e-08, 9.542e-09, 5.101e-09, 2.611e-09, 1.501e-09,
       8.727e-10, 4.723e-10, 2.716e-10, 1.585e-10, 9.401e-11,
       5.588e-11, 1.956e-11, 6.479e-12, 2.025e-12, 5.937e-13,
       1.626e-13, 4.100e-14, 9.841e-15, 2.250e-15, 5.154e-16,
       1.219e-16, 3.259e-17, 9.914e-18, 3.826e-18, 1.787e-18
!
! HCFC-124 fake profile by Scott Hannon 6 July 2010
! 1.7 ppt in lower trop circa 2004
66
       1.700e-06, 1.700e-06, 1.700e-06, 1.700e-06, 1.700e-06,
       1.700e-06, 1.700e-06, 1.700e-06, 1.700e-06, 1.700e-06,
       1.687e-06, 1.669e-06, 1.647e-06, 1.621e-06, 1.591e-06,
       1.556e-06, 1.516e-06, 1.468e-06, 1.412e-06, 1.347e-06,
       1.270e-06, 1.181e-06, 1.077e-06, 9.566e-07, 8.166e-07,
       6.538e-07, 2.703e-07, 1.445e-07, 7.399e-08, 4.253e-08,
       2.473e-08, 1.338e-08, 7.695e-09, 4.490e-09, 2.664e-09,
       1.583e-09, 5.543e-10, 1.836e-10, 5.739e-11, 1.682e-11,
       4.607e-12, 1.162e-12, 2.788e-13, 6.375e-14, 1.460e-14,
       3.454e-15, 9.234e-16, 2.809e-16, 1.084e-16, 5.064e-17
!
! HCFC-141b fake profile by Scott Hannon 6 July 2010
! 20 ppt in lower trop circa 2009
67
       2.100e-05, 2.100e-05, 2.100e-05, 2.100e-05, 2.100e-05,
       2.100e-05, 2.100e-05, 2.100e-05, 2.100e-05, 2.100e-05,
       2.084e-05, 2.061e-05, 2.034e-05, 2.003e-05, 1.966e-05,
       1.923e-05, 1.872e-05, 1.813e-05, 1.744e-05, 1.663e-05,
       1.569e-05, 1.459e-05, 1.330e-05, 1.182e-05, 1.009e-05,
       8.077e-06, 3.340e-06, 1.785e-06, 9.139e-07, 5.254e-07,
       3.055e-07, 1.653e-07, 9.506e-08, 5.546e-08, 3.290e-08,
       1.956e-08, 6.847e-09, 2.268e-09, 7.089e-10, 2.078e-10,
       5.691e-11, 1.435e-11, 3.444e-12, 7.875e-13, 1.804e-13,
       4.267e-14, 1.141e-14, 3.470e-15, 1.339e-15, 6.255e-16
!
! HCFC-142b fake profile by Scott Hannon 6 July 2010
! 20 ppt in lower trop circa 2009
68
       2.000e-05, 2.000e-05, 2.000e-05, 2.000e-05, 2.000e-05,
       2.000e-05, 2.000e-05, 2.000e-05, 2.000e-05, 2.000e-05,
       1.985e-05, 1.963e-05, 1.938e-05, 1.907e-05, 1.872e-05,
       1.831e-05, 1.783e-05, 1.727e-05, 1.661e-05, 1.584e-05,
       1.494e-05, 1.389e-05, 1.267e-05, 1.125e-05, 9.607e-06,
       7.692e-06, 3.181e-06, 1.700e-06, 8.704e-07, 5.004e-07,
       2.909e-07, 1.574e-07, 9.053e-08, 5.282e-08, 3.134e-08,
       1.863e-08, 6.521e-09, 2.160e-09, 6.751e-10, 1.979e-10,
       5.420e-11, 1.367e-11, 3.280e-12, 7.500e-13, 1.718e-13,
       4.064e-14, 1.086e-14, 3.305e-15, 1.275e-15, 5.958e-16
!
! HCFC-225ca fake profile by Scott Hannon 9 July 2001
! guess 0.45 * 1.2% of HCFC-22
69
       8.000e-07, 8.000e-07, 8.000e-07, 8.000e-07, 8.000e-07,
       8.000e-07, 8.000e-07, 8.000e-07, 8.000e-07, 8.000e-07,
       7.940e-07, 7.853e-07, 7.750e-07, 7.630e-07, 7.489e-07,
       7.325e-07, 7.132e-07, 6.908e-07, 6.644e-07, 6.336e-07,
       5.977e-07, 5.557e-07, 5.068e-07, 4.501e-07, 3.843e-07,
       3.077e-07, 1.272e-07, 6.801e-08, 3.482e-08, 2.001e-08,
       1.164e-08, 6.297e-09, 3.621e-09, 2.113e-09, 1.253e-09,
       7.451e-10, 2.608e-10, 8.639e-11, 2.701e-11, 7.916e-12,
       2.168e-12, 5.467e-13, 1.312e-13, 3.000e-14, 6.872e-15,
       1.625e-15, 4.345e-16, 1.322e-16, 5.101e-17, 2.383e-17
! 
! HCFC-225cb fake profile by Scott Hannon 9 July 2010
! guess 0.55 * 1.2% of HCFC-22
70
       1.000e-06, 1.000e-06, 1.000e-06, 1.000e-06, 1.000e-06,
       1.000e-06, 1.000e-06, 1.000e-06, 1.000e-06, 1.000e-06,
       9.925e-07, 9.816e-07, 9.688e-07, 9.537e-07, 9.362e-07,
       9.156e-07, 8.915e-07, 8.634e-07, 8.305e-07, 7.921e-07,
       7.471e-07, 6.946e-07, 6.335e-07, 5.627e-07, 4.803e-07,
       3.846e-07, 1.590e-07, 8.501e-08, 4.352e-08, 2.502e-08,
       1.455e-08, 7.871e-09, 4.526e-09, 2.641e-09, 1.567e-09,
       9.314e-10, 3.261e-10, 1.080e-10, 3.376e-11, 9.895e-12,
       2.710e-12, 6.833e-13, 1.640e-13, 3.750e-14, 8.590e-15,
       2.032e-15, 5.432e-16, 1.652e-16, 6.376e-17, 2.979e-17
!
! HFC-32  fake profile by Scott Hannon 9 July 2010
! guess 1.0% of HCFC-22
71
       1.400e-06, 1.400e-06, 1.400e-06, 1.400e-06, 1.400e-06,
       1.400e-06, 1.400e-06, 1.400e-06, 1.400e-06, 1.400e-06,
       1.389e-06, 1.374e-06, 1.356e-06, 1.335e-06, 1.311e-06,
       1.282e-06, 1.248e-06, 1.209e-06, 1.163e-06, 1.109e-06,
       1.046e-06, 9.725e-07, 8.870e-07, 7.878e-07, 6.725e-07,
       5.385e-07, 2.226e-07, 1.190e-07, 6.093e-08, 3.503e-08,
       2.036e-08, 1.102e-08, 6.337e-09, 3.697e-09, 2.194e-09,
       1.304e-09, 4.565e-10, 1.512e-10, 4.726e-11, 1.385e-11,
       3.794e-12, 9.567e-13, 2.296e-13, 5.250e-14, 1.203e-14,
       2.845e-15, 7.604e-16, 2.313e-16, 8.927e-17, 4.170e-17
!
! HFC-134a; fake profile by Scott Hannon 6 July 2010
! 52 ppt in lower trop circa 2009
72
       5.200e-05, 5.200e-05, 5.200e-05, 5.200e-05, 5.200e-05,
       5.200e-05, 5.200e-05, 5.200e-05, 5.200e-05, 5.200e-05,
       5.161e-05, 5.104e-05, 5.038e-05, 4.959e-05, 4.868e-05,
       4.761e-05, 4.636e-05, 4.490e-05, 4.319e-05, 4.119e-05,
       3.885e-05, 3.612e-05, 3.294e-05, 2.926e-05, 2.498e-05,
       2.000e-05, 8.269e-06, 4.421e-06, 2.263e-06, 1.301e-06,
       7.564e-07, 4.093e-07, 2.354e-07, 1.373e-07, 8.148e-08,
       4.843e-08, 1.696e-08, 5.616e-09, 1.755e-09, 5.146e-10,
       1.409e-10, 3.553e-11, 8.529e-12, 1.950e-12, 4.467e-13,
       1.057e-13, 2.824e-14, 8.592e-15, 3.316e-15, 1.549e-15
!
! HFC-143a; fake profile by Scott Hannon 9 July 2010
! guess 8.5% of HCFC-22
73
       1.200e-05, 1.200e-05, 1.200e-05, 1.200e-05, 1.200e-05,
       1.200e-05, 1.200e-05, 1.200e-05, 1.200e-05, 1.200e-05,
       1.191e-05, 1.178e-05, 1.163e-05, 1.144e-05, 1.123e-05,
       1.099e-05, 1.070e-05, 1.036e-05, 9.966e-06, 9.505e-06,
       8.965e-06, 8.336e-06, 7.603e-06, 6.752e-06, 5.764e-06,
       4.615e-06, 1.908e-06, 1.020e-06, 5.223e-07, 3.002e-07,
       1.745e-07, 9.445e-08, 5.432e-08, 3.169e-08, 1.880e-08,
       1.118e-08, 3.913e-09, 1.296e-09, 4.051e-10, 1.187e-10,
       3.252e-11, 8.200e-12, 1.968e-12, 4.500e-13, 1.031e-13,
       2.438e-14, 6.518e-15, 1.983e-15, 7.651e-16, 3.575e-16
! 
! HFC-152a; fake profile by Scott Hannon 6 July 2010
! 7 ppt in lower trop circa 2009
74
       7.000e-06, 7.000e-06, 7.000e-06, 7.000e-06, 7.000e-06,
       7.000e-06, 7.000e-06, 7.000e-06, 7.000e-06, 7.000e-06,
       6.947e-06, 6.871e-06, 6.781e-06, 6.676e-06, 6.553e-06,
       6.409e-06, 6.241e-06, 6.044e-06, 5.814e-06, 5.544e-06,
       5.230e-06, 4.862e-06, 4.435e-06, 3.939e-06, 3.362e-06,
       2.692e-06, 1.113e-06, 5.951e-07, 3.046e-07, 1.751e-07,
       1.018e-07, 5.510e-08, 3.169e-08, 1.849e-08, 1.097e-08,
       6.520e-09, 2.282e-09, 7.559e-10, 2.363e-10, 6.927e-11,
       1.897e-11, 4.783e-12, 1.148e-12, 2.625e-13, 6.013e-14,
       1.422e-14, 3.802e-15, 1.157e-15, 4.463e-16, 2.085e-16
!
! CFC-116; fake profile by Scott Hannon 6 July 2010
! 2.9 ppt in lower trop circa 2003
75
       2.900e-06, 2.900e-06, 2.900e-06, 2.900e-06, 2.900e-06,
       2.900e-06, 2.900e-06, 2.900e-06, 2.900e-06, 2.900e-06,
       2.878e-06, 2.847e-06, 2.809e-06, 2.766e-06, 2.715e-06,
       2.655e-06, 2.585e-06, 2.504e-06, 2.409e-06, 2.297e-06,
       2.167e-06, 2.014e-06, 1.837e-06, 1.632e-06, 1.393e-06,
       1.115e-06, 4.612e-07, 2.465e-07, 1.262e-07, 7.255e-08,
       4.218e-08, 2.283e-08, 1.313e-08, 7.659e-09, 4.544e-09,
       2.701e-09, 9.456e-10, 3.132e-10, 9.789e-11, 2.870e-11,
       7.860e-12, 1.982e-12, 4.756e-13, 1.087e-13, 2.491e-14,
       5.892e-15, 1.575e-15, 4.792e-16, 1.849e-16, 8.638e-17
!
! HFC-125; fake profile by Scott Hannon 6 July 2010
! 7 ppt in lower trop circa 2009
76
       7.000e-06, 7.000e-06, 7.000e-06, 7.000e-06, 7.000e-06,
       7.000e-06, 7.000e-06, 7.000e-06, 7.000e-06, 7.000e-06,
       6.947e-06, 6.871e-06, 6.781e-06, 6.676e-06, 6.553e-06,
       6.409e-06, 6.241e-06, 6.044e-06, 5.814e-06, 5.544e-06,
       5.230e-06, 4.862e-06, 4.435e-06, 3.939e-06, 3.362e-06,
       2.692e-06, 1.113e-06, 5.951e-07, 3.046e-07, 1.751e-07,
       1.018e-07, 5.510e-08, 3.169e-08, 1.849e-08, 1.097e-08,
       6.520e-09, 2.282e-09, 7.559e-10, 2.363e-10, 6.927e-11,
       1.897e-11, 4.783e-12, 1.148e-12, 2.625e-13, 6.013e-14,
       1.422e-14, 3.802e-15, 1.157e-15, 4.463e-16, 2.085e-16
!
! HFC-134; fake profile by Scott Hannon 9 July 2010
! not in widespread use, guess 0.1 ppt
77
       1.000e-07, 1.000e-07, 1.000e-07, 1.000e-07, 1.000e-07,
       1.000e-07, 1.000e-07, 1.000e-07, 1.000e-07, 1.000e-07,
       9.925e-08, 9.816e-08, 9.688e-08, 9.537e-08, 9.362e-08,
       9.156e-08, 8.915e-08, 8.634e-08, 8.305e-08, 7.921e-08,
       7.471e-08, 6.946e-08, 6.335e-08, 5.627e-08, 4.803e-08,
       3.846e-08, 1.590e-08, 8.501e-09, 4.352e-09, 2.502e-09,
       1.455e-09, 7.871e-10, 4.526e-10, 2.641e-10, 1.567e-10,
       9.314e-11, 3.261e-11, 1.080e-11, 3.376e-12, 9.895e-13,
       2.710e-13, 6.833e-14, 1.640e-14, 3.750e-15, 8.590e-16,
       2.032e-16, 5.432e-17, 1.652e-17, 6.376e-18, 2.979e-18
!
! SF5CF3; fake profile by Scott Hannon 9 July 2010
! 0.2 ppt circa 2009
78
       2.000e-07, 2.000e-07, 2.000e-07, 2.000e-07, 2.000e-07,
       2.000e-07, 2.000e-07, 2.000e-07, 2.000e-07, 2.000e-07,
       1.985e-07, 1.963e-07, 1.938e-07, 1.907e-07, 1.872e-07,
       1.831e-07, 1.783e-07, 1.727e-07, 1.661e-07, 1.584e-07,
       1.494e-07, 1.389e-07, 1.267e-07, 1.125e-07, 9.607e-08,
       7.692e-08, 3.181e-08, 1.700e-08, 8.704e-09, 5.004e-09,
       2.909e-09, 1.574e-09, 9.053e-10, 5.282e-10, 3.134e-10,
       1.863e-10, 6.521e-11, 2.160e-11, 6.751e-12, 1.979e-12,
       5.420e-13, 1.367e-13, 3.280e-14, 7.500e-15, 1.718e-15,
       4.064e-16, 1.086e-16, 3.305e-17, 1.275e-17, 5.958e-18
!
! PAN CH3C(O)OONO2; fake profile by Scott Hannon 9 July 2010
! 0.4 ppb in lower trop
79
       4.000e-04, 4.000e-04, 4.000e-04, 4.000e-04, 4.000e-04,
       4.000e-04, 4.000e-04, 4.000e-04, 4.000e-04, 4.000e-04,
       3.970e-04, 3.926e-04, 3.875e-04, 3.815e-04, 3.745e-04,
       3.662e-04, 3.566e-04, 3.454e-04, 3.322e-04, 3.168e-04,
       2.988e-04, 2.779e-04, 2.534e-04, 2.251e-04, 1.921e-04,
       1.538e-04, 6.361e-05, 3.400e-05, 1.741e-05, 1.001e-05,
       5.818e-06, 3.148e-06, 1.811e-06, 1.056e-06, 6.267e-07,
       3.726e-07, 1.304e-07, 4.320e-08, 1.350e-08, 3.958e-09,
       1.084e-09, 2.733e-10, 6.560e-11, 1.500e-11, 3.436e-12,
       8.127e-13, 2.173e-13, 6.609e-14, 2.550e-14, 1.192e-14
!
